,Audio,Class
9125,"[ 0.01279903  0.03455627  0.05118629 ... -0.04208408 -0.02945186
 -0.03443094]",engine_idling
9126,"[-0.01363833 -0.04584015 -0.02068134 ... -0.03010787 -0.0442365
  0.01983865]",jackhammer
9127,"[-0.03509711 -0.05343124 -0.04276904 ...  0.00604692 -0.00139593
 -0.01769958]",dog_bark
9128,"[-0.03255832 -0.04563583 -0.04556672 ... -0.03416859 -0.04861779
 -0.06120488]",engine_idling
9129,"[-0.02497334 -0.11940631 -0.12821838 ...  0.18864816  0.12129805
  0.01974193]",engine_idling
9130,[0.03545719 0.02967257 0.07207882 ... 0.02937217 0.00978244 0.02011242],jackhammer
9131,"[ 0.0017564  -0.00134878 -0.00179356 ... -0.02579613 -0.02164606
 -0.00435591]",drilling
9132,"[ 0.05948801  0.07255737  0.03811998 ... -0.1033134  -0.08209709
 -0.05238108]",car_horn
9133,"[-0.023559   -0.00481619  0.01097836 ... -0.0470862  -0.02840609
 -0.04997799]",jackhammer
9134,"[ 0.00067557  0.00371001  0.00690341 ... -0.08031371 -0.06938197
 -0.06697109]",street_music
9135,"[ 0.00262502  0.00501963  0.00572959 ... -0.00091269  0.00087005
  0.00180817]",siren
9136,"[ 0.05873775  0.08745654  0.08021849 ...  0.00145998  0.00198429
 -0.00386416]",engine_idling
9137,"[ 0.0051405  -0.00329366 -0.02871979 ...  0.0572802   0.0190099
 -0.03476718]",drilling
9138,"[ 0.00072224  0.00586298  0.00528774 ... -0.00712008 -0.01980462
 -0.0126816 ]",street_music
9139,"[-0.01998823 -0.03076321 -0.0260884  ...  0.00137704 -0.00045618
 -0.00266503]",street_music
9140,"[ 0.09013746  0.20384714  0.19737744 ...  0.00538813 -0.01847194
 -0.03374664]",engine_idling
9141,"[-0.00271277 -0.01116712 -0.01960167 ...  0.00212242  0.0007274
 -0.00062105]",siren
9142,"[-0.0119927   0.03908571  0.07005297 ... -0.05915039  0.03338014
  0.05372975]",dog_bark
9143,"[-0.0087011  -0.00932805 -0.00366272 ... -0.03021435  0.01244868
  0.04770891]",siren
9144,[0.01690377 0.02296669 0.02456047 ... 0.02793862 0.03915066 0.05767742],engine_idling
9145,"[-0.00192975 -0.00273833 -0.00242315 ...  0.00358168 -0.00084911
 -0.00874272]",air_conditioner
9146,"[ 0.00034246  0.00044931  0.00026691 ... -0.0310716  -0.01681167
  0.00818091]",dog_bark
9147,"[ 0.00128238 -0.02521415  0.08425508 ...  0.03757691 -0.05218311
  0.00251547]",dog_bark
9148,"[-0.04914116 -0.04861645 -0.01204857 ... -0.03573306 -0.03805973
 -0.02680992]",drilling
9149,"[-0.00213011 -0.00259049 -0.00159213 ...  0.00231023 -0.00075251
 -0.00179703]",drilling
9150,"[ 0.07268411  0.12913606  0.13666229 ... -0.15487425 -0.12161528
 -0.11394325]",dog_bark
9151,[0.229566   0.27242726 0.12619847 ... 0.02565034 0.0954586  0.17112878],children_playing
9152,"[-0.03176911 -0.02799418 -0.01269732 ...  0.02153322  0.01533612
  0.01789372]",drilling
9153,"[-0.04134854 -0.06433038 -0.03767145 ... -0.02087836  0.0519004
  0.13863662]",street_music
9154,"[-0.0717605  -0.12462062 -0.09580542 ...  0.20135804  0.22247088
  0.24558505]",car_horn
9155,"[-0.0131885  -0.00350218 -0.00492912 ... -0.00082354 -0.00127306
 -0.00084733]",car_horn
9156,"[-0.00659659 -0.01121701 -0.01106415 ...  0.00127896  0.00110929
  0.00108265]",street_music
9157,"[ 0.00957048  0.01668824  0.01061693 ... -0.03862886 -0.02342885
 -0.01952179]",jackhammer
9158,"[ 1.4481286e-04  4.7702400e-05 -2.0751910e-04 ... -1.1086485e-02
 -1.1221201e-02 -1.2569580e-02]",street_music
9159,"[-0.08483873 -0.1053683  -0.07107846 ... -0.09343875 -0.09059799
 -0.09231698]",car_horn
9160,"[ 0.00874175 -0.00724368 -0.04420042 ... -0.04779022 -0.11166792
 -0.1729035 ]",engine_idling
9161,"[-0.04325629  0.0009989   0.02473443 ...  0.02223082  0.01773422
 -0.01373491]",car_horn
9162,"[ 0.0007233   0.01031973  0.06179053 ... -0.08197007  0.01467792
 -0.10225151]",siren
9163,"[ 0.00289483 -0.00660417  0.05547854 ...  0.00893297  0.00803462
  0.        ]",dog_bark
9164,"[ 0.04198945  0.05517825  0.01655396 ... -0.00936238 -0.01018767
 -0.0050298 ]",street_music
9165,"[-0.01292359 -0.03214242 -0.04959872 ... -0.05589838 -0.05103669
 -0.04117472]",drilling
9166,"[-0.00636308 -0.01493606 -0.00980958 ... -0.00309675  0.03322067
  0.00787466]",dog_bark
9167,"[-0.01496039 -0.00748854  0.00745429 ... -0.03407443 -0.05776276
 -0.03320438]",street_music
9168,"[ 0.01676812  0.01389801 -0.00844642 ... -0.01230705 -0.02828088
 -0.00470122]",car_horn
9169,"[-0.01243039 -0.00830583  0.00604041 ... -0.04090244 -0.04616028
 -0.05458352]",air_conditioner
9170,"[ 3.3265809e-03  2.3540372e-03  5.0084817e-04 ... -8.8596216e-04
 -4.9900904e-05  4.0519150e-04]",jackhammer
9171,"[ 0.04989164  0.07903968  0.07244329 ... -0.00652535 -0.00050252
  0.01601376]",street_music
9172,"[-0.1242171  -0.21076602 -0.19547585 ... -0.05214565 -0.03797815
 -0.02231207]",air_conditioner
9173,"[ 0.01407442  0.00692255 -0.00178232 ...  0.00935166  0.00283121
 -0.00565793]",children_playing
9174,"[-0.00043144 -0.00063698 -0.00056702 ... -0.00045483 -0.000435
 -0.00055955]",siren
9175,"[-0.03688049 -0.03282166 -0.02703857 ... -0.00024414 -0.00036621
 -0.00042725]",children_playing
9176,[0.00203614 0.00309265 0.00261416 ... 0.00030327 0.00035337 0.00046801],air_conditioner
9177,"[-0.00636079 -0.00885755 -0.00070687 ... -0.01250059 -0.0141915
 -0.01760004]",siren
9178,"[ 0.13740453  0.25086054  0.25900656 ... -0.07836324 -0.06271771
 -0.04331422]",drilling
9179,[0.00034976 0.00055877 0.00047597 ... 0.00029225 0.00033928 0.00037472],drilling
9180,"[-0.00123185 -0.00168108 -0.00174155 ... -0.00300801 -0.002675
 -0.00245536]",dog_bark
9181,"[ 0.04727178  0.0478037   0.05797952 ... -0.08318352 -0.06989869
 -0.07407402]",children_playing
9182,"[ 0.0057765   0.00433349 -0.00057593 ...  0.02437409  0.02566537
  0.02891993]",dog_bark
9183,"[-0.03786519 -0.05098512 -0.02752524 ... -0.00541012 -0.00869183
 -0.00744244]",gun_shot
9184,"[-0.00969691 -0.03715485 -0.09052834 ... -0.10213638 -0.11111012
 -0.1491777 ]",car_horn
9185,"[ 0.00953779  0.00918259  0.00823636 ... -0.00366656 -0.00086217
 -0.0127755 ]",dog_bark
9186,"[ 0.01415404  0.0238708   0.02405296 ... -0.00460493 -0.00457246
 -0.00470077]",jackhammer
9187,"[-0.00462045 -0.0011473  -0.00895777 ...  0.03040109 -0.00651319
  0.0009069 ]",jackhammer
9188,"[-0.02343625 -0.03835202 -0.03854616 ... -0.01860812 -0.01646464
 -0.01066175]",dog_bark
9189,"[-0.02582852 -0.06602498 -0.00105834 ...  0.06827454 -0.04477979
 -0.07066524]",dog_bark
9190,"[-0.08332083 -0.11222854 -0.09140362 ... -0.00810496 -0.00787162
 -0.00688826]",children_playing
9191,"[ 0.01245316  0.01918936  0.0168363  ... -0.00490668 -0.00486691
 -0.00567849]",drilling
9192,"[ 0.01401641  0.06689741  0.08423427 ...  0.0190176  -0.00663976
 -0.00287919]",air_conditioner
9193,"[ 0.22226076  0.41143608  0.39832792 ... -0.1726115  -0.1267581
 -0.05890896]",engine_idling
9194,"[-0.12850899 -0.13231684 -0.044636   ... -0.12929218 -0.11281646
 -0.12038028]",children_playing
9195,"[-0.02433917 -0.03796021 -0.02798609 ...  0.13676503  0.13921984
  0.16986053]",jackhammer
9196,"[-0.06706712 -0.00177302  0.13714512 ... -0.10495213 -0.13019088
  0.00878888]",dog_bark
9197,"[ 0.00194201  0.00225047  0.00198846 ... -0.00210662 -0.002493
 -0.00152936]",jackhammer
9198,[0.08777943 0.12182689 0.09815089 ... 0.21106505 0.21265502 0.23643763],engine_idling
9199,[0.01400903 0.03265145 0.02067974 ... 0.03187467 0.03563528 0.04256706],siren
9200,"[ 0.00148778  0.00058947  0.00320773 ... -0.06439345 -0.0562719
 -0.05443336]",engine_idling
9201,"[-0.00601245 -0.00941793 -0.00863081 ...  0.01679733  0.01793569
  0.02045294]",jackhammer
9202,"[-0.02884498 -0.04743389 -0.0415456  ... -0.05882291 -0.11667519
  0.12078311]",jackhammer
9203,"[ 6.5192580e-09  9.3132257e-09  1.8626451e-08 ... -4.2457566e-02
 -4.6294075e-02 -3.2443024e-02]",jackhammer
9204,"[ 0.00821786  0.01075887  0.00489216 ...  0.00467813 -0.00278123
 -0.00940803]",jackhammer
9205,"[-0.00333286 -0.00044815  0.00766489 ... -0.02015652 -0.02077502
 -0.02073975]",dog_bark
9206,"[ 0.08837728  0.12720887  0.09341218 ... -0.02923436 -0.06457099
 -0.09803373]",siren
9207,"[ 0.00848276  0.00945373  0.00305724 ...  0.02235138  0.00996258
 -0.00789061]",air_conditioner
9208,"[-0.00125969  0.00908653  0.01157426 ...  0.01361026  0.02057748
  0.02352599]",siren
9209,"[-0.00652841 -0.0157176  -0.02099613 ... -0.01794089 -0.020365
 -0.00807529]",gun_shot
9210,"[ 0.01129594 -0.01189313  0.0110021  ... -0.00090543 -0.00321873
 -0.0040669 ]",gun_shot
9211,"[ 0.00787731  0.00800177  0.00506863 ... -0.03395217  0.06543531
  0.06337516]",engine_idling
9212,"[-0.00300396  0.00131925  0.01339278 ... -0.04151458 -0.03270535
 -0.04427033]",engine_idling
9213,"[-0.00147671 -0.00243193 -0.00232534 ... -0.00968959 -0.00970078
 -0.01096672]",air_conditioner
9214,"[-0.00154331 -0.00270487 -0.00271214 ...  0.00192178 -0.00113878
 -0.00154091]",air_conditioner
9215,"[-0.00422678 -0.00103823  0.00766779 ... -0.01543152  0.05061985
  0.04574745]",engine_idling
9216,"[-0.00094176  0.00093244 -0.00222823 ... -0.01931084 -0.03669308
 -0.02144163]",dog_bark
9217,"[ 0.05588841  0.06202389  0.02595167 ... -0.06258492 -0.04630794
 -0.02436486]",engine_idling
9218,"[ 0.03368755 -0.01105878  0.00418107 ... -0.04981114 -0.03734561
 -0.04275256]",jackhammer
9219,"[-0.0651971   0.12229395  0.10102084 ... -0.01223522  0.19442385
  0.1301482 ]",engine_idling
9220,"[ 0.02201256 -0.0188971  -0.06176581 ... -0.07390585 -0.07732192
 -0.07024269]",street_music
9221,"[ 0.00677139 -0.00651474 -0.00085055 ...  0.0072595   0.00807541
  0.01077936]",car_horn
9222,"[2.2307348e-04 2.7102421e-04 6.9110509e-05 ... 2.0479257e-03 2.2234810e-03
 0.0000000e+00]",jackhammer
9223,"[-0.07462706 -0.13175432 -0.11679675 ...  0.08897494  0.05363976
 -0.052543  ]",children_playing
9224,"[-0.00082661 -0.00097893 -0.00059945 ...  0.00779195  0.01053295
  0.01560607]",street_music
9225,"[ 0.01585587  0.03308328  0.03145713 ... -0.01607505  0.00059655
  0.00633167]",dog_bark
9226,"[ 0.05340642 -0.00465615 -0.09922203 ... -0.03167121 -0.0399275
  0.07171875]",street_music
9227,"[-0.02665275 -0.04254496 -0.05689567 ...  0.06049247  0.01938732
  0.03281129]",street_music
9228,[0.00545459 0.02245738 0.02943182 ... 0.11536298 0.14719227 0.17352086],children_playing
9229,"[-0.02592089 -0.00553188  0.03814829 ...  0.05628419 -0.09530409
 -0.15717015]",air_conditioner
9230,"[-0.06365219 -0.08121242 -0.05260618 ...  0.00514823 -0.00895939
  0.00861471]",street_music
9231,"[-0.00046031 -0.00101045 -0.00096972 ...  0.00126816  0.00078112
  0.0003065 ]",children_playing
9232,"[-0.24116573 -0.33044398 -0.20285855 ...  0.04752456  0.16266572
  0.28740472]",gun_shot
9233,"[-0.00055641 -0.00254796 -0.00408359 ...  0.0069984   0.00570507
  0.00673927]",drilling
9234,"[-1.0592290e-03 -3.6597957e-03 -6.7785471e-03 ... -3.8636273e-03
 -1.4636235e-03  7.7911478e-05]",gun_shot
9235,"[ 0.02112222  0.0108218  -0.00245406 ... -0.00512671 -0.00804622
 -0.00913139]",dog_bark
9236,[0.0545559  0.06053206 0.04545578 ... 0.         0.         0.        ],car_horn
9237,"[-8.6099870e-05 -1.5909172e-04 -1.5576748e-05 ... -1.0656891e-05
 -1.7396919e-06  5.3028617e-07]",dog_bark
9238,"[-0.0160853  -0.02229873 -0.01087525 ...  0.04759264  0.04591755
  0.04787369]",dog_bark
9239,"[-0.00160875 -0.00247909 -0.00220373 ... -0.00117511 -0.00146172
 -0.00126071]",engine_idling
9240,"[ 0.06694737  0.05430619  0.02633789 ... -0.00284819 -0.00611342
 -0.00527093]",drilling
9241,"[-0.00309465 -0.00967334 -0.00063775 ... -0.07378128 -0.14118442
 -0.1764641 ]",jackhammer
9242,"[-0.04237136 -0.06085582 -0.05024024 ...  0.01093675 -0.0021219
  0.00724997]",siren
9243,"[-0.01086041 -0.01361649 -0.01331527 ... -0.01839461 -0.02663425
 -0.03989375]",dog_bark
9244,"[-0.02043089 -0.01758103 -0.01179243 ...  0.05707898  0.05103194
  0.04934991]",engine_idling
9245,"[-0.02882086 -0.02384976 -0.01012977 ... -0.00168504 -0.0064687
 -0.00506588]",air_conditioner
9246,[0.00211269 0.00255936 0.00469399 ... 0.00336119 0.00341007 0.00292707],street_music
9247,[0.01792159 0.02016536 0.01959315 ... 0.00611691 0.00893143 0.0001874 ],car_horn
9248,"[-0.01515501 -0.0490151  -0.03393109 ...  0.00200312  0.00245377
  0.03348951]",jackhammer
9249,[0.01290346 0.02129249 0.02282028 ... 0.03334629 0.01428416 0.00628736],car_horn
9250,"[ 4.4703484e-08  0.0000000e+00  2.9802322e-08 ... -8.3547551e-03
 -8.1732990e-03 -8.3858790e-03]",engine_idling
9251,"[4.5483753e-02 6.5321483e-02 5.5651877e-02 ... 2.9797712e-03 1.7125718e-03
 7.4235722e-05]",air_conditioner
9252,[0.06791604 0.09902334 0.08539678 ... 0.14809084 0.13871391 0.15251929],gun_shot
9253,"[ 0.00370883  0.01169512  0.01399076 ... -0.01407422 -0.01095611
 -0.01375861]",street_music
9254,"[-0.03464383 -0.04958864 -0.03615826 ... -0.00357037 -0.0055092
 -0.00237347]",gun_shot
9255,"[ 0.01838023  0.0246713   0.02028506 ... -0.00696527 -0.00857711
 -0.00683701]",jackhammer
9256,"[-0.04682941 -0.12001585 -0.11635788 ...  0.0451622   0.02729496
 -0.01697553]",siren
9257,"[-0.35310584 -0.5542245  -0.49799123 ...  0.05496792  0.0889177
  0.1762566 ]",engine_idling
9258,"[-0.00158369 -0.03023709 -0.05886887 ...  0.04133014  0.10391372
  0.0060348 ]",drilling
9259,"[ 0.04465444  0.02193472 -0.00083702 ... -0.01303185 -0.06711331
  0.10004847]",dog_bark
9260,[0.05393568 0.14054188 0.19646803 ... 0.10900167 0.10814351 0.09793395],dog_bark
9261,"[ 0.02275668  0.04482289 -0.05851977 ... -0.19301456 -0.11333571
 -0.1472203 ]",dog_bark
9262,"[-0.00048752 -0.00073288 -0.00061558 ... -0.00080163 -0.00080376
 -0.00085872]",siren
9263,"[-0.02587092 -0.03971579 -0.03313759 ... -0.02876865 -0.0290808
 -0.02980414]",jackhammer
9264,"[ 0.00824399  0.02511252  0.03539261 ... -0.15193468 -0.15634173
 -0.12058379]",children_playing
9265,"[-0.11221015 -0.15968612 -0.13544255 ...  0.15882951  0.1494953
  0.16629341]",street_music
9266,"[-5.2151736e-06  6.6749053e-06 -1.0717369e-05 ...  4.7183082e-02
  1.3644457e-02  1.5660025e-01]",car_horn
9267,"[-0.03964645  0.01188745 -0.12276219 ... -0.02080308 -0.02131555
  0.02081071]",dog_bark
9268,[0.04930324 0.06929164 0.08518512 ... 0.06838746 0.03943984 0.0350135 ],gun_shot
9269,"[-0.00139534 -0.00338399 -0.00416567 ...  0.00893096  0.00796057
  0.00784277]",gun_shot
9270,"[ 0.01753038  0.01787849  0.00126819 ... -0.00368433 -0.00574632
  0.        ]",engine_idling
9271,"[ 0.04813319  0.06335726  0.03917518 ... -0.02771311 -0.04234328
 -0.05516984]",air_conditioner
9272,"[ 0.00924505  0.00427727 -0.00709869 ... -0.03616506 -0.01404735
  0.0027708 ]",car_horn
9273,"[ 0.05530496  0.08329727  0.00635673 ... -0.06158524 -0.00231258
  0.01253235]",siren
9274,"[ 0.04942448  0.07286286  0.06809953 ... -0.02654333 -0.02607032
 -0.0291056 ]",air_conditioner
9275,"[-0.01966053 -0.00225874  0.11685575 ...  0.00375632  0.00322445
 -0.00301284]",engine_idling
9276,"[-0.01408742  0.01909868  0.07626986 ... -0.11351474 -0.11683764
 -0.04448196]",drilling
9277,[0.07711091 0.10415561 0.07245736 ... 0.05352393 0.06407001 0.07627379],air_conditioner
9278,"[-0.04511852 -0.05887008 -0.04165846 ...  0.07356012  0.0301884
 -0.00451017]",jackhammer
9279,"[ 0.01829297  0.03484562  0.03023599 ... -0.11064322 -0.09872111
 -0.08316923]",children_playing
9280,"[-1.6298145e-09 -2.3283064e-10 -2.5611371e-09 ... -6.3033998e-02
 -5.6180537e-02 -6.1832815e-02]",dog_bark
9281,[0.03168141 0.04141358 0.03632854 ... 0.00496107 0.00712076 0.00453601],siren
9282,"[-0.06714629 -0.09335992 -0.03176327 ... -0.01217697 -0.10206588
 -0.07593047]",siren
9283,"[-0.00076622  0.00163625  0.00104329 ... -0.0062194  -0.00314278
 -0.00214543]",siren
9284,"[-0.10433269 -0.14866748 -0.12488745 ...  0.0043606   0.02303327
  0.02998804]",siren
9285,"[-0.0081658  -0.00627672  0.00071022 ...  0.00698468 -0.01072672
 -0.02395257]",drilling
9286,"[ 1.8917490e-10 -4.0745363e-10 -4.0745363e-10 ... -6.9779418e-02
 -9.7883865e-02 -1.1734842e-01]",siren
9287,"[ 0.07367072  0.1163306   0.11732239 ... -0.2553255  -0.25338167
 -0.272771  ]",drilling
9288,"[-0.05060819 -0.10126114 -0.06460731 ... -0.02930935 -0.00840753
 -0.00233976]",gun_shot
9289,"[ 0.02600571  0.07897729  0.05522874 ... -0.00625016  0.00079012
  0.00431533]",car_horn
9290,"[-0.01457017 -0.02275117 -0.01981749 ...  0.00446244 -0.00043796
 -0.00108295]",air_conditioner
9291,[0.00020442 0.00497394 0.00724425 ... 0.01136835 0.01148944 0.00543321],siren
9292,"[ 0.02699666  0.04902955 -0.05272131 ...  0.10499839  0.0877125
  0.06378718]",drilling
9293,"[-0.07303818 -0.06919674 -0.02994297 ...  0.02137209 -0.03197092
 -0.09098464]",drilling
9294,"[ 0.05363254  0.08099374  0.06155875 ... -0.02283176 -0.01666135
 -0.02282505]",children_playing
9295,"[-0.04549864 -0.12919523 -0.11211105 ... -0.03427374 -0.03044023
 -0.03803127]",jackhammer
9296,"[ 0.04839191  0.07304735  0.05263543 ... -0.00663688 -0.0010572
  0.0025288 ]",dog_bark
9297,"[-0.01668542 -0.0216709  -0.01494675 ... -0.0169129  -0.01391984
 -0.01005504]",dog_bark
9298,"[ 0.02066021  0.06121156  0.09150337 ... -0.01874987 -0.01932811
 -0.02244404]",children_playing
9299,"[ 0.04600621 -0.09041768 -0.18132095 ...  0.11791514  0.08649865
 -0.01496662]",gun_shot
9300,"[-0.0054726  -0.00875896 -0.00832018 ... -0.00738387 -0.00541285
 -0.00461995]",siren
9301,"[-5.1927163e-06  2.3730387e-05  9.5880954e-05 ... -1.9611454e-01
 -1.3164942e-01 -9.5843330e-02]",siren
9302,"[-0.04118442 -0.03668728 -0.04754316 ... -0.01713249 -0.02917695
 -0.03385061]",drilling
9303,"[-1.8443657e-06  1.1848683e-06  1.1860820e-06 ...  1.9739084e-03
  2.0405683e-03  1.2327593e-03]",gun_shot
9304,"[-0.00274543 -0.0038259  -0.00263329 ... -0.00150424 -0.01065079
  0.00447381]",street_music
9305,"[-0.0007785  -0.00138061 -0.00119794 ...  0.00288866  0.00272655
  0.00286696]",street_music
9306,[0.01984246 0.03017829 0.02887111 ... 0.01438686 0.01574531 0.02051432],drilling
9307,"[-0.00300091 -0.00443506 -0.00519035 ... -0.01270074 -0.01046257
 -0.00100159]",engine_idling
9308,"[-0.00512656 -0.00911899 -0.00700567 ... -0.01108821 -0.01841382
 -0.00627518]",drilling
9309,"[-0.06373876 -0.05772297 -0.02640577 ... -0.02712544 -0.06622908
 -0.0603267 ]",siren
9310,"[ 0.13722357  0.293918    0.3068711  ... -0.2545854  -0.12478052
  0.02375444]",children_playing
9311,"[-0.01889673 -0.01348459 -0.03574455 ... -0.0496705  -0.04863543
  0.02714851]",dog_bark
9312,"[ 0.01445925  0.02341025  0.01801447 ... -0.00371209 -0.00870279
 -0.00169948]",street_music
9313,"[-0.12529537 -0.2439798  -0.22942002 ... -0.05743559 -0.06078492
 -0.06515498]",gun_shot
9314,"[-0.09345671 -0.13560559 -0.1108086  ...  0.00082867  0.0004214
  0.00065965]",street_music
9315,"[-0.0027697   0.02024344  0.02341343 ... -0.07793474 -0.09740476
 -0.04315153]",drilling
9316,"[-0.00466372  0.01957801  0.04808641 ... -0.01435587 -0.0143232
  0.00745183]",children_playing
9317,"[ 0.00654932 -0.1147043   0.08019354 ... -0.00247828  0.01521636
  0.        ]",dog_bark
9318,"[-0.03775461 -0.00353979  0.06691667 ... -0.18143247 -0.13918622
 -0.10247888]",siren
9319,"[-0.00985003 -0.0165267  -0.0172093  ... -0.04357255 -0.04408893
 -0.04805698]",street_music
9320,"[ 1.4062971e-07 -1.5683472e-06 -3.6414713e-06 ...  7.3724836e-02
  6.9472775e-02  5.6471564e-02]",street_music
9321,"[-0.00428899 -0.00430816 -0.00231892 ... -0.02974979 -0.02272489
 -0.01884185]",gun_shot
9322,"[ 0.13636656  0.13347334  0.05647671 ...  0.00567378 -0.01418281
 -0.00697059]",gun_shot
9323,"[ 0.00022631 -0.00177    -0.00306887 ...  0.02304992  0.02264276
  0.05032744]",car_horn
9324,"[ 0.01109398  0.01025594 -0.00946511 ... -0.01354506 -0.01355646
 -0.02410565]",street_music
9325,"[ 0.00380793 -0.00986983 -0.0157036  ... -0.03683024 -0.06065637
 -0.03889397]",engine_idling
9326,"[-0.04910872 -0.04870765 -0.03172468 ...  0.00325213  0.00279591
  0.00264102]",drilling
9327,"[-0.01322151 -0.03214818 -0.02756467 ...  0.01548158  0.01312232
  0.0122701 ]",jackhammer
9328,[0.03109353 0.05202239 0.0607258  ... 0.06551047 0.07301117 0.06820632],street_music
9329,"[-0.000559    0.00038899  0.0030058  ...  0.00932747  0.00898984
  0.00866814]",jackhammer
9330,"[-0.01218319 -0.02117393 -0.01832435 ... -0.00561245 -0.00082013
  0.00281378]",jackhammer
9331,"[-0.00160403 -0.00235925 -0.00180796 ...  0.00240014  0.00201058
  0.00177334]",jackhammer
9332,"[-0.03072996 -0.03531871 -0.00716542 ... -0.03654049 -0.04213255
 -0.05173561]",siren
9333,"[ 8.75943806e-05  1.10302004e-04  4.37127543e-04 ... -1.39243748e-05
 -9.33705360e-06 -8.65963921e-06]",dog_bark
9334,[0.01141434 0.02017414 0.01960568 ... 0.02460929 0.02051849 0.02384972],drilling
9335,[0.01876738 0.01710935 0.02795614 ... 0.02308834 0.02642502 0.00587293],gun_shot
9336,"[-0.00016405 -0.00041638 -0.00049986 ... -0.00676648 -0.00433754
 -0.00098048]",street_music
